admis_mental_hlth_rltd_cond_p_all_hosps_2016_17_asr_100k, admis_mood_affective_disorders_p_all_hosps_2016_17_num, admis_mental_hlth_rltd_cond_p_all_hosps_2016_17_sr, admis_mental_hlth_rltd_cond_p_pub_hosps_2016_17_sig, admis_mental_hlth_rltd_cond_p_all_hosps_2016_17_num, admis_mood_affective_disorders_p_all_hosps_2016_17_sig, admis_mental_hlth_rltd_cond_p_pub_hosps_2016_17_num, admis_mental_hlth_rltd_cond_p_all_hosps_2016_17_sig, admis_mood_affective_disorders_p_pub_hosps_2016_17_asr_100k, admis_mood_affective_disorders_p_pub_hosps_2016_17_sr, admis_mood_affective_disorders_p_all_hosps_2016_17_asr_100k, admis_mood_affective_disorders_p_pub_hosps_2016_17_num, admis_mental_hlth_rltd_cond_p_pub_hosps_2016_17_sr, admis_mood_affective_disorders_p_all_hosps_2016_17_sr, admis_mental_hlth_rltd_cond_p_pub_hosps_2016_17_asr_100k, admis_mood_affective_disorders_p_pub_hosps_2016_17_sig, pha_code16
1156.1,110,61,null,266,"**",223,"**",374.7,173,484.5,88,95,77,946.0,"**","40010"
null,null,null,null,null,null,46,null,409.0,189,null,14,125,null,1245.5,"*","40085"
1628.5,null,86,"**",115,null,110,null,185.2,86,null,13,157,null,1567.7,null,"50086"
1441.5,30,77,"*",105,"*",90,"**",278.4,129,399.4,21,125,64,1242.4,null,"40087"
1736.4,226,92,"**",688,null,557,"*",319.1,147,595.4,122,140,95,1392.4,"**","50034"
1535.1,193,81,"**",599,"**",459,"**",358.7,166,505.2,136,118,81,1177.9,"**","50015"
1867.4,273,99,null,588,"**",343,null,225.3,104,860.1,71,110,138,1096.6,null,"20246"
1228.7,67,65,null,223,"**",161,"**",265.3,123,372.6,47,90,60,895.2,null,"50010"
1138.4,22,60,null,79,"**",72,"**",238.2,110,300.5,17,107,48,1070.3,null,"40103"
1847.7,73,98,"**",345,"**",325,null,351.6,162,398.2,65,173,64,1726.3,"**","50045"
1031.1,107,55,"**",252,"**",187,"**",224.2,104,432.3,54,79,69,782.7,null,"50020"
2327.1,null,124,"**",517,null,512,"**",486.9,225,null,109,233,null,2316.9,"**","40081"
1267.5,79,67,"*",269,"**",244,"**",321.1,148,383.4,67,114,61,1134.4,"**","40026"
1694.2,null,90,"**",258,null,250,null,257.4,119,null,41,161,null,1606.8,null,"50116"
1348.8,150,72,"**",423,"**",221,"**",163.6,76,472.6,52,71,76,706.3,"*","50072"
null,null,null,"**",null,null,48,null,210.2,97,null,16,68,null,675.1,null,"40088"
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"40060"
818.8,27,43,"**",127,"**",86,"**",89.9,42,166.6,14,58,27,576.6,"**","50046"
576.6,75,31,"**",286,"**",187,"**",65.0,30,157.7,31,38,25,374.9,"**","50076"
1183.6,138,63,"*",636,"**",585,"**",218.7,101,261.9,116,109,42,1082.6,null,"50055"
1326.6,116,70,null,346,"**",255,"**",222.5,103,448.6,57,99,72,983.8,null,"50043"
1039.1,67,55,"**",166,"**",109,"**",143.1,66,424.9,22,70,68,692.7,null,"50064"
2050.0,138,109,"**",460,null,382,null,430.4,199,616.5,97,170,99,1695.8,"**","50067"
1296.5,85,69,"*",555,"**",482,"**",148.8,69,205.2,62,112,33,1117.0,"**","50050"
1119.6,123,59,"**",423,"**",310,"**",227.9,105,323.0,87,82,52,820.1,null,"50073"
1289.7,81,68,"*",534,"**",473,"**",124.1,57,209.7,50,111,34,1102.9,"**","50052"
1341.3,63,71,"*",338,"**",284,"**",129.8,60,246.1,33,114,39,1135.6,"**","50084"
859.8,68,46,"**",228,"**",186,"**",205.8,95,251.2,56,71,40,703.2,null,"50081"
1325.6,118,70,"**",369,"**",233,"**",154.9,72,418.8,44,84,67,836.5,"*","50007"
1350.1,21,72,null,136,"**",115,"**",153.6,71,210.6,15,116,34,1157.8,null,"50026"
1278.9,31,68,null,160,"**",140,"**",206.1,95,239.8,26,115,38,1144.4,null,"50123"
3351.6,null,178,"**",156,null,144,"**",922.3,426,null,44,309,null,3081.0,"**","50128"
714.3,65,38,"**",186,"**",122,"**",107.0,49,253.2,27,47,40,473.2,"**","50060"
1384.5,58,73,"**",228,"**",208,"**",274.9,127,349.1,45,129,56,1280.7,null,"50047"
2729.0,185,145,"**",461,"**",55,"**",48.4,22,1077.4,8,34,172,334.1,"**","20029"
1328.4,48,71,"**",249,"**",224,"**",193.5,89,258.5,36,120,41,1193.8,null,"50071"
1249.0,8,66,null,55,"**",47,"**",null,null,193.1,null,108,31,1074.3,null,"50112"
1125.8,57,60,null,225,"**",200,"**",243.4,112,294.6,47,100,47,1000.1,null,"50044"
null,null,null,"**",null,null,246,null,228.7,106,null,30,183,null,1826.9,null,"50101"
4288.0,641,228,"**",1368,"**",801,"**",664.5,307,2005.9,212,253,321,2522.4,"**","20132"
1074.7,47,57,null,132,"**",104,"**",206.4,95,357.2,26,89,57,887.2,null,"50091"
2380.8,25,126,"**",119,null,99,"*",379.7,175,518.0,19,193,83,1922.1,"*","50075"
506.6,14,27,"**",53,"**",26,"**",57.9,27,129.3,6,26,21,258.6,"**","50082"
1381.1,105,73,"**",490,"**",433,"**",216.4,100,310.2,75,120,50,1196.1,null,"50039"
534.1,19,28,"**",60,"**",46,"**",99.2,46,169.6,11,42,27,414.1,"**","50089"
1326.4,93,70,"*",422,"**",359,"**",200.3,93,292.9,63,114,47,1137.6,null,"50038"
1156.7,167,61,"*",492,"**",367,"**",266.2,123,386.6,114,88,62,873.8,"*","50053"
1404.5,167,75,null,613,"**",436,"**",222.2,103,386.3,98,99,62,983.7,null,"50035"
980.6,91,52,"**",361,"**",206,"**",107.8,50,236.9,40,58,38,579.8,"**","50028"
445.2,5,24,"**",23,"**",16,"**",null,null,92.4,null,32,15,323.2,null,"50085"
744.0,22,39,"**",72,"**",57,"**",167.8,78,225.9,16,60,36,598.7,null,"50105"
523.3,25,28,null,92,"**",null,"**",null,null,135.7,null,null,22,null,null,"30137"
1238.5,69,66,null,272,"**",null,"**",null,null,311.5,null,null,50,null,null,"30182"
1100.7,105,58,"**",373,"**",248,"**",126.0,58,312.2,42,74,50,736.7,"**","50061"
4187.5,272,222,null,777,"**",null,"**",null,null,1557.3,null,null,249,null,null,"30061"
null,null,null,"**",null,null,97,null,505.7,234,null,26,193,null,1924.0,"**","50095"
780.2,48,41,"**",224,"**",180,"**",137.2,63,173.5,38,63,28,623.9,"**","50040"
913.6,97,48,"**",287,"**",190,"**",126.5,58,311.8,39,61,50,608.7,"**","50058"
1573.9,53,84,"*",249,"**",188,"**",158.1,73,331.1,25,120,53,1200.2,null,"50069"
1186.7,null,63,null,88,null,78,"**",613.5,284,null,45,107,null,1070.3,"**","50104"
1363.7,98,72,null,344,"**",null,"**",null,null,368.6,null,null,59,null,null,"30126"
1122.5,90,60,null,195,"*",null,"**",null,null,502.0,null,null,80,null,null,"30212"
1666.1,77,88,null,267,"*",null,"*",null,null,472.7,null,null,76,null,null,"30123"
687.5,31,36,"**",127,"**",93,"**",98.3,45,163.2,18,52,26,520.0,"**","50017"
7356.7,110,390,null,508,"**",null,"**",null,null,1571.7,null,null,251,null,null,"60036"
1339.7,84,71,null,254,"**",null,"**",null,null,430.0,null,null,69,null,null,"30128"
845.0,33,45,null,119,"**",null,"**",null,null,232.6,null,null,37,null,null,"30138"
1037.9,58,55,"**",123,"*",59,"**",85.2,39,477.9,10,51,76,512.6,"**","50066"
2287.0,116,121,null,383,null,null,"**",null,null,708.6,null,null,113,null,null,"30021"
965.1,98,51,"**",342,"**",257,"**",101.5,47,273.3,36,74,44,733.2,"**","50079"
1188.3,49,63,null,308,"**",253,"**",94.7,44,186.3,25,98,30,977.3,"**","50077"
967.5,86,51,"**",280,"**",190,"**",201.8,93,286.6,58,69,46,682.5,null,"50031"
1966.6,109,104,"**",329,null,252,null,370.8,171,663.8,60,153,106,1519.6,"**","20163"
1353.3,117,72,null,339,"**",263,"**",279.6,129,466.5,70,106,75,1054.1,"*","40011"
1555.8,null,83,"**",136,null,124,"*",317.4,147,null,28,146,null,1455.3,"*","50087"
1374.4,153,73,"**",395,"*",193,"**",109.4,51,533.3,32,67,85,666.8,"**","50008"
947.6,47,50,"**",127,"**",95,"**",240.9,111,359.8,33,69,58,682.8,null,"40012"
null,null,null,"**",null,null,17,null,null,null,null,null,39,null,388.9,null,"50113"
809.4,null,43,"*",47,null,42,"**",92.4,43,null,5,74,null,736.1,"*","50114"
1331.7,167,71,"*",533,"**",347,"**",163.9,76,420.2,65,87,67,868.8,"*","50037"
2633.1,60,140,null,290,null,null,"**",null,null,543.0,null,null,87,null,null,"30184"
1710.8,113,91,"**",432,"**",359,"*",314.5,145,446.2,78,145,71,1445.1,"**","50030"
567.6,32,30,"**",84,"**",58,"**",128.3,59,214.5,19,40,34,394.8,"*","50088"
964.4,22,51,"**",185,"**",152,"**",65.3,30,111.4,13,80,18,795.5,"**","50002"
704.2,26,37,"**",114,"**",80,"**",108.9,50,152.9,18,51,24,512.1,"**","50000"
1731.4,126,92,null,417,"*",null,null,null,null,505.4,null,null,81,null,null,"30066"
2438.9,110,129,"**",607,"**",483,"**",283.5,131,434.1,70,199,69,1982.3,"*","50068"
611.7,null,32,"**",84,null,75,"**",136.6,63,null,19,58,null,574.3,"*","50107"
1643.0,20,87,null,274,"**",null,"*",null,null,122.8,null,null,20,null,null,"70010"
806.1,128,43,"**",378,"**",260,"**",136.9,63,282.2,62,55,45,552.9,"**","50022"
1748.1,86,93,"**",211,null,189,null,620.7,287,699.0,76,159,112,1580.3,"**","50093"
777.4,36,41,null,122,"**",null,"**",null,null,228.9,null,null,37,null,null,"30142"
1421.0,42,75,null,181,"**",null,"**",null,null,319.2,null,null,51,null,null,"30174"
1435.3,181,76,null,559,"**",394,"**",219.9,102,468.0,85,102,75,1011.5,null,"50036"
1512.7,71,80,"**",304,"**",268,"**",305.0,141,350.0,62,134,56,1335.0,"**","50106"
861.5,31,46,"**",108,"**",77,"**",102.8,48,237.6,13,64,38,635.3,"**","50018"
1041.0,69,55,"**",323,"**",251,"**",138.9,64,219.0,45,80,35,796.6,"**","50001"
1144.1,105,61,"**",313,"**",188,"**",113.5,52,371.1,32,70,59,695.8,"**","50059"
1341.4,null,71,"**",184,null,174,"**",258.2,119,null,34,129,null,1282.6,null,"50099"
780.4,35,41,"**",118,"**",82,"**",121.1,56,243.5,17,55,39,545.4,"*","50111"
null,null,null,null,null,null,56,null,256.4,118,null,12,116,null,1152.9,null,"50100"
845.8,21,45,"**",106,"**",90,"**",118.2,55,164.3,15,73,26,725.8,"*","50019"
1949.1,20,103,null,254,"**",null,null,null,null,161.8,null,null,26,null,null,"70011"
639.6,39,34,"**",168,"**",152,"**",124.4,57,148.2,33,58,24,578.1,"**","20210"
1552.3,39,82,null,123,null,63,"*",163.5,76,467.4,13,84,75,832.4,null,"10203"
1207.0,75,64,"*",270,"**",191,"**",127.8,59,321.4,30,86,51,858.8,"**","10253"
1234.4,30,66,null,163,"**",146,"**",163.6,76,220.5,22,113,35,1123.2,null,"50090"
1070.2,21,57,null,46,null,37,"**",355.0,164,486.6,15,88,78,873.8,null,"50023"
895.2,58,48,null,180,"**",null,"**",null,null,296.2,null,null,47,null,null,"30175"
null,null,null,"**",null,null,96,null,375.2,173,null,17,216,null,2152.7,"*","50120"
1130.7,82,60,"**",268,"**",180,"**",170.4,79,343.7,40,77,55,770.8,null,"50057"
393.6,16,21,"**",45,"**",37,"**",78.6,36,133.7,9,34,21,337.7,"**","20244"
773.0,143,41,"**",400,"**",350,"**",238.0,110,289.8,117,68,46,672.7,null,"20089"
1557.2,152,83,"*",299,"**",164,"**",217.2,100,821.8,40,86,131,852.0,null,"20125"
1670.7,226,89,null,578,null,311,"**",266.7,123,671.9,89,90,107,900.2,"*","20126"
902.5,198,48,"**",412,"**",211,"**",122.2,56,438.7,55,46,70,462.4,"**","20006"
1061.1,40,56,null,152,"**",140,"**",242.8,112,293.4,35,94,47,932.0,null,"20083"
1952.5,288,104,"**",582,"**",220,null,151.5,70,957.4,45,75,153,747.4,"*","20095"
660.7,89,35,"**",276,"**",229,"**",147.4,68,220.9,59,55,35,547.0,"**","20070"
2265.8,119,120,"**",291,"**",273,"**",780.4,361,932.7,101,211,149,2103.3,"**","40021"
505.4,null,27,"**",65,null,45,"**",37.3,17,null,5,36,null,355.4,"**","10255"
2922.5,302,155,"**",962,"**",663,"**",367.1,170,961.4,118,198,154,1971.4,"**","20131"
1040.7,23,55,null,83,"**",70,"**",194.8,90,273.4,16,91,44,902.2,null,"20190"
2527.3,389,134,"**",879,"**",236,"**",200.8,93,1126.9,70,68,180,673.9,null,"20101"
1566.4,161,83,"**",444,null,167,"**",151.7,70,555.2,43,60,89,602.2,"*","20102"
767.0,19,41,"**",73,"**",64,"**",133.3,62,184.2,13,71,29,711.7,null,"20191"
636.2,42,34,"**",167,"**",147,"**",134.4,62,164.8,34,56,26,560.9,"**","20144"
3032.9,550,161,"*",1269,"**",372,"**",218.3,101,1326.6,92,88,212,880.2,null,"20140"
592.9,59,31,"**",217,"**",99,"**",103.4,48,175.9,35,27,28,267.3,"**","20009"
1422.9,150,76,"**",439,"**",110,"**",57.3,26,483.9,18,36,77,354.2,"**","20033"
1742.9,114,93,"**",673,"**",561,"*",163.6,76,313.3,59,146,50,1452.6,"*","50011"
1510.6,86,80,null,181,null,127,"**",365.7,169,686.2,46,108,110,1071.3,"**","20177"
1589.6,175,84,"*",409,null,285,"**",260.4,120,668.6,67,113,107,1128.9,null,"20090"
967.0,52,51,null,144,"**",null,"**",null,null,348.3,null,null,56,null,null,"30135"
2542.7,303,135,"**",700,"**",197,"**",121.2,56,1068.5,34,73,171,726.2,"**","20099"
928.7,213,49,"**",549,"**",333,"**",118.4,55,375.0,67,56,60,561.3,"**","20074"
1882.3,41,100,"**",223,"**",150,null,264.5,122,355.3,31,125,57,1249.2,null,"20120"
1014.1,46,54,"**",181,"**",99,"**",125.3,58,264.4,21,57,42,565.8,"*","20016"
1206.1,121,64,"**",192,"*",46,"**",74.0,34,749.4,12,29,120,289.5,"**","20236"
915.0,26,49,"**",124,"**",34,"**",52.6,24,195.9,7,25,31,250.6,"**","20010"
2269.7,75,120,null,278,null,112,"**",373.5,173,618.2,45,92,99,917.5,"**","20046"
1536.6,161,82,"**",362,null,154,"**",170.3,79,656.6,40,68,105,680.1,null,"20064"
2382.7,292,126,"**",631,"**",200,"**",176.2,81,1079.6,46,78,173,777.3,null,"20121"
1371.5,142,73,null,432,"**",298,"**",180.8,84,438.5,57,97,70,967.8,null,"50032"
1907.4,32,101,null,178,"**",null,null,null,null,332.2,null,null,53,null,null,"30187"
1614.3,86,86,null,404,"**",null,"**",null,null,334.4,null,null,53,null,null,"30213"
909.4,47,48,"**",114,"**",83,"**",195.7,90,368.9,24,68,59,682.2,null,"20073"
2113.9,73,112,"*",243,null,89,null,154.3,71,642.9,18,76,103,759.1,null,"20104"
3250.6,268,173,"**",783,"**",560,"**",392.2,181,1106.7,94,236,177,2347.3,"**","20173"
1812.8,203,96,null,448,"**",231,null,329.6,152,789.9,84,95,126,949.2,"**","20178"
2719.0,209,144,"**",862,null,726,"**",418.6,193,699.6,126,227,112,2260.6,"**","20157"
907.1,28,48,null,126,"**",null,"**",null,null,190.0,null,null,30,null,null,"30132"
1971.4,100,105,null,251,null,137,null,398.2,184,748.9,52,111,120,1109.0,"**","10327"
1867.3,159,99,null,359,"**",214,null,309.1,143,813.1,61,111,130,1109.9,"**","20175"
1058.4,65,56,"**",319,"**",193,"**",151.5,70,222.5,44,64,36,640.1,"*","20161"
1614.9,55,86,"**",251,"**",178,"*",244.8,113,325.8,39,122,52,1216.7,null,"10186"
1256.1,33,67,null,160,"**",142,"**",204.2,94,253.3,26,114,41,1137.1,null,"10309"
758.5,41,40,"**",101,"**",77,"**",177.5,82,305.2,24,58,49,576.4,null,"10264"
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"20241"
1277.8,null,68,"*",214,null,198,"**",248.6,115,null,43,118,null,1180.4,null,"10261"
950.7,93,50,"**",192,"**",148,"**",420.5,194,465.4,84,73,74,731.5,"**","20211"
763.8,22,41,"**",153,"**",134,"**",69.2,32,116.9,13,67,19,663.8,"**","50070"
532.0,null,28,"**",51,null,44,"**",87.0,40,null,8,45,null,453.2,"**","50049"
1371.7,null,73,"**",126,null,119,"**",175.1,81,null,15,131,null,1305.2,null,"50115"
848.4,120,45,"**",325,"**",147,"**",75.7,35,307.6,29,39,49,390.4,"**","20055"
3232.0,325,172,null,796,"**",228,"**",142.3,66,1277.3,35,96,204,957.0,"*","10019"
906.8,42,48,"**",184,"**",73,"**",44.2,20,200.3,9,37,32,370.6,"**","20080"
1558.3,187,83,"**",513,null,393,"**",327.0,151,594.9,107,116,95,1153.9,"**","20084"
1800.3,77,96,"**",399,"**",330,null,170.3,79,352.3,37,150,56,1492.4,null,"50024"
856.1,62,45,"**",216,"**",155,"**",142.6,66,253.1,35,61,40,611.9,"*","50041"
479.8,null,25,"**",29,null,24,"**",79.9,37,null,5,41,null,411.2,"*","50003"
1499.5,41,80,null,183,"**",null,"**",null,null,321.9,null,null,51,null,null,"30125"
696.6,19,37,"**",123,"**",88,"**",40.5,19,107.2,7,51,17,508.3,"**","20015"
1324.5,44,70,null,200,"**",132,"**",141.4,65,297.8,21,87,48,867.5,"*","20057"
2577.8,326,137,"*",659,"**",285,"**",249.0,115,1295.2,62,113,207,1121.6,null,"20127"
1733.3,92,92,"**",362,"**",253,null,213.1,98,449.6,43,122,72,1216.5,null,"50009"
null,null,null,"*",null,null,27,null,316.6,146,null,14,65,null,644.0,null,"20193"
736.8,31,39,"**",127,"**",97,"**",92.1,43,177.3,15,58,28,580.3,"**","20091"
629.9,43,33,"**",150,"**",94,"**",95.7,44,184.3,23,39,29,386.5,"**","20212"
1876.5,50,100,null,211,"*",101,null,278.4,129,447.4,31,90,72,900.0,null,"20122"
1504.0,86,80,"**",280,"**",92,"**",80.2,37,451.5,15,50,72,502.7,"**","20042"
876.8,34,47,null,121,"**",null,"**",null,null,239.2,null,null,38,null,null,"30100"
3608.6,460,192,"**",1205,"**",631,"**",316.7,146,1416.8,104,188,227,1869.3,"**","20135"
1740.9,180,92,"**",559,null,395,null,282.1,130,555.9,90,125,89,1247.8,"*","20166"
2961.1,227,157,"**",671,"**",351,"**",335.0,155,982.9,77,157,157,1565.3,"**","20179"
1449.2,192,77,"**",622,"**",145,"**",40.8,19,468.1,17,34,75,333.8,"**","20030"
1089.5,126,58,"**",359,"**",206,"**",248.9,115,380.2,83,63,61,625.1,null,"20213"
902.9,92,48,"**",347,"**",289,"**",165.5,76,248.5,61,75,40,750.9,"*","20162"
837.0,129,44,"**",354,"**",262,"**",205.0,95,319.0,82,62,51,619.0,null,"20165"
928.0,48,49,null,286,"**",null,"**",null,null,156.6,null,null,25,null,null,"30183"
1964.2,270,104,"**",735,"*",495,null,357.1,165,716.8,131,136,115,1351.5,"**","20176"
2287.1,181,121,null,440,"**",null,"**",null,null,888.9,null,null,142,null,null,"30228"
1352.5,216,72,"*",627,"**",513,"**",330.6,153,471.1,154,110,75,1095.9,"**","20071"
1320.2,115,70,"**",457,"**",445,"**",317.9,147,337.9,109,128,54,1276.8,"**","40031"
1263.7,197,67,"**",443,null,226,"**",189.7,88,566.5,67,64,91,637.3,null,"20056"
3545.5,145,188,"**",387,"**",75,"**",207.0,96,1291.1,23,70,206,697.3,null,"20133"
1779.1,94,94,"*",145,"**",62,null,325.3,150,1114.8,27,78,178,775.7,"*","20059"
1203.0,76,64,null,170,null,115,"**",292.5,135,520.3,42,83,83,830.2,"*","20109"
1540.5,107,82,null,391,"**",272,"**",329.0,152,438.9,82,105,70,1046.7,"**","20085"
1043.6,null,55,"*",49,null,29,"**",101.7,47,null,5,64,null,640.6,null,"20203"
4310.4,218,229,"**",867,"**",623,"**",444.6,205,1085.4,90,310,174,3087.5,"**","20174"
1004.0,26,53,"**",158,"**",55,"**",57.3,26,157.3,9,37,25,366.5,"**","20065"
1516.0,109,80,"**",188,"**",77,"**",268.8,124,869.0,33,63,139,631.6,null,"20058"
null,null,null,"*",null,null,59,null,176.2,81,null,15,77,null,765.5,null,"20221"
1147.1,105,61,null,231,null,209,"**",413.8,191,520.7,85,102,83,1020.2,"**","20198"
1859.9,56,99,"*",168,null,69,null,388.4,179,604.6,36,77,97,771.3,"**","20077"
1314.7,37,70,"*",187,"**",108,"**",148.6,69,254.2,21,78,41,779.9,null,"20146"
1710.7,378,91,"**",850,"**",307,"**",148.9,69,815.2,70,61,130,608.2,"**","20021"
1599.3,174,85,"**",541,"**",156,"**",94.1,43,513.6,32,46,82,461.3,"**","20031"
2002.8,291,106,"**",541,"**",194,null,210.3,97,1084.2,56,73,173,723.5,null,"20134"
2244.8,87,119,null,216,"**",113,"*",481.9,223,907.3,47,117,145,1161.4,"**","20110"
729.9,38,39,"**",128,"**",75,"**",57.0,26,219.9,10,43,35,423.6,"**","50004"
2975.9,506,158,"**",1204,"**",330,"**",230.3,106,1245.2,94,82,199,816.3,null,"20105"
null,null,null,"**",null,null,21,null,258.6,120,null,10,56,null,560.6,null,"20066"
565.0,18,30,"**",70,"**",36,"**",null,null,154.9,null,28,25,280.1,null,"20060"
1767.1,340,94,"**",775,"**",287,null,126.1,58,770.1,55,66,123,660.4,"**","20049"
1815.3,376,96,"**",867,"**",340,null,148.2,68,793.2,71,71,127,705.8,"**","20052"
null,null,null,"**",null,null,158,null,591.7,273,null,60,159,null,1583.8,"**","50121"
4091.3,321,217,null,1090,"**",null,"**",null,null,1263.3,null,null,202,null,null,"30052"
1113.2,47,59,null,170,"**",138,"**",204.7,95,303.4,32,90,49,901.1,null,"20216"
1924.3,193,102,"**",302,"**",66,null,122.0,56,1219.4,19,43,195,427.4,"*","20096"
526.1,null,28,"**",67,null,30,"**",46.4,21,null,6,24,null,235.1,"**","20215"
2511.5,114,133,"**",190,"**",43,"**",275.7,127,1486.6,21,58,238,573.5,null,"20116"
null,null,null,null,null,null,87,null,300.1,139,null,26,105,null,1049.1,null,"20194"
917.7,48,49,null,120,"**",112,"**",320.1,148,362.9,43,86,58,852.0,"**","40036"
1279.9,131,68,null,299,null,214,"**",369.8,171,566.4,86,92,91,914.0,"**","50014"
916.3,null,49,"**",90,null,69,"**",218.6,101,null,22,72,null,715.5,null,"20204"
1038.5,37,55,"**",129,"**",91,"**",138.2,64,297.4,17,74,48,740.8,null,"50025"
1017.0,33,54,"*",193,"**",152,"**",143.4,66,172.1,27,82,28,815.3,"*","50042"
571.8,45,30,"**",105,"**",76,"**",215.3,99,244.7,39,42,39,419.3,null,"20214"
1778.9,null,94,"**",166,null,161,null,649.0,300,null,57,172,null,1710.1,"**","20167"
1398.9,38,74,null,190,"**",124,"**",185.4,86,289.3,24,92,46,919.5,null,"20158"
850.8,57,45,"**",203,"**",113,"**",192.0,89,232.0,46,49,37,485.4,null,"20219"
1097.7,59,58,"**",164,"**",112,"**",126.7,59,412.9,18,75,66,745.7,"*","20128"
2061.7,175,109,"*",559,null,230,"*",151.1,70,638.1,41,86,102,858.1,"*","20111"
2941.3,615,156,"**",1240,"**",183,"**",88.8,41,1435.5,37,45,230,444.2,"**","20097"
608.8,15,32,"**",29,"**",13,"**",null,null,320.6,null,29,51,291.1,null,"20199"
2790.6,461,148,"**",1248,"**",249,"**",125.9,58,1047.8,56,55,168,552.5,"**","20053"
1761.3,173,93,"**",580,"*",524,null,469.7,217,525.4,157,158,84,1578.6,"**","20257"
1701.6,176,90,"**",766,"**",626,"**",327.8,152,393.8,144,141,63,1408.6,"**","20164"
1480.7,117,79,"**",529,"**",408,"**",259.3,120,337.5,90,114,54,1135.6,null,"20061"
910.2,6,48,null,43,"**",38,"**",null,null,123.2,null,82,20,815.4,null,"20256"
1110.0,68,59,null,212,"**",167,"**",223.3,103,351.8,42,90,56,893.3,null,"20072"
1654.8,205,88,"**",512,null,395,"**",423.7,196,660.6,133,128,106,1270.6,"**","20266"
1039.1,73,55,null,267,"**",null,"**",null,null,281.1,null,null,45,null,null,"30131"
2457.3,311,130,"**",1094,null,692,"**",309.6,143,684.3,142,156,109,1554.8,"**","20180"
1375.1,254,73,"**",447,"**",111,"**",102.3,47,754.8,34,35,121,347.6,"**","20237"
1147.2,126,61,null,358,"**",280,"**",181.5,84,396.8,58,90,63,896.9,null,"20245"
1854.1,207,98,"**",645,null,429,null,369.2,171,589.6,126,126,94,1257.7,"**","20154"
1186.4,42,63,null,129,"**",null,"**",null,null,362.9,null,null,58,null,null,"30222"
1257.2,94,67,"**",454,"**",423,"**",232.1,107,261.1,83,118,42,1180.5,null,"20147"
2778.7,199,147,null,433,"**",158,"**",225.1,104,1252.6,35,104,200,1036.9,null,"20112"
4891.2,426,260,null,1134,"**",null,"**",null,null,1940.1,null,null,310,null,null,"30026"
1013.0,null,54,"*",158,null,130,"**",319.4,148,null,51,82,null,821.2,"**","20217"
1052.0,44,56,"*",252,"**",211,"**",88.6,41,201.6,20,86,32,858.3,"**","20013"
1078.5,9,57,null,52,"**",45,"**",null,null,177.5,null,95,28,946.2,null,"20233"
2981.0,175,158,"*",379,"**",152,"**",434.0,201,1409.8,55,118,225,1173.5,"**","20106"
7993.9,215,424,null,315,"**",null,"**",null,null,5345.3,null,null,855,null,null,"60007"
820.2,18,44,"**",88,"**",76,"**",106.2,49,161.5,12,71,26,708.1,"*","20265"
1237.9,168,66,"*",344,null,230,"**",487.3,225,586.2,138,84,94,840.8,"**","20220"
1618.5,278,86,"*",730,null,411,"**",257.9,119,638.8,114,90,102,899.0,null,"20117"
940.5,32,50,"**",80,"*",55,"**",289.3,134,421.9,25,60,67,594.8,null,"20014"
726.0,49,39,"**",79,"**",34,"**",61.7,29,425.4,7,32,68,320.2,"**","20242"
812.9,170,43,"**",392,"**",250,"**",134.5,62,370.6,61,52,59,517.3,"**","20168"
1465.9,48,78,"**",215,"**",186,"**",288.9,133,324.7,43,127,52,1264.1,null,"20249"
1505.5,150,80,null,264,"**",null,"**",null,null,875.8,null,null,140,null,null,"30161"
1163.3,110,62,"**",278,"**",115,"**",113.9,53,450.1,27,50,72,494.6,"**","20067"
4274.4,325,227,null,1004,"**",null,"**",null,null,1330.4,null,null,213,null,null,"30105"
null,null,null,"**",null,null,43,null,88.3,41,null,6,66,null,655.3,"*","20225"
1331.8,108,71,null,385,"**",298,"**",229.4,106,369.5,67,104,59,1034.5,null,"20267"
686.7,24,36,"**",131,"**",119,"**",86.1,40,124.6,17,62,20,614.3,"**","20230"
545.8,null,29,"**",44,null,38,"**",111.9,52,null,9,48,null,480.5,"*","20200"
2044.3,163,109,null,286,"**",null,null,null,null,1149.6,null,null,184,null,null,"30101"
2406.7,115,128,"**",441,null,242,"**",233.8,108,594.7,45,135,95,1346.5,null,"20182"
1396.9,99,74,"**",263,null,112,"**",148.7,69,522.6,27,62,84,613.1,"*","20017"
1454.2,69,77,"**",143,null,58,"**",151.9,70,692.6,15,60,111,594.9,null,"20079"
1022.0,41,54,null,110,"**",null,"**",null,null,377.1,null,null,60,null,null,"30152"
998.3,null,53,null,58,null,50,"**",84.9,39,null,5,88,null,872.4,"*","20258"
1457.4,122,77,"*",382,"**",302,"**",359.9,166,478.0,94,113,76,1128.7,"**","20063"
954.1,27,51,null,110,"**",null,"**",null,null,225.3,null,null,36,null,null,"30181"
1277.6,55,68,"**",270,"**",254,"**",220.3,102,268.6,46,120,43,1193.6,null,"20093"
5020.4,553,266,null,1752,"**",null,"**",null,null,1663.4,null,null,266,null,null,"30057"
842.4,null,45,null,28,null,22,"**",null,null,null,null,68,null,676.8,null,"20260"
1665.8,211,88,"**",852,"**",417,"**",123.0,57,433.3,59,82,69,818.4,"**","20019"
